"GEO_ID","NAME","S1903_C01_001E","S1903_C01_001M","S1903_C02_001E","S1903_C02_001M","S1903_C01_002E","S1903_C01_002M","S1903_C02_002E","S1903_C02_002M","S1903_C01_003E","S1903_C01_003M","S1903_C02_003E","S1903_C02_003M","S1903_C01_004E","S1903_C01_004M","S1903_C02_004E","S1903_C02_004M","S1903_C01_005E","S1903_C01_005M","S1903_C02_005E","S1903_C02_005M","S1903_C01_006E","S1903_C01_006M","S1903_C02_006E","S1903_C02_006M","S1903_C01_007E","S1903_C01_007M","S1903_C02_007E","S1903_C02_007M","S1903_C01_008E","S1903_C01_008M","S1903_C02_008E","S1903_C02_008M","S1903_C01_009E","S1903_C01_009M","S1903_C02_009E","S1903_C02_009M","S1903_C01_010E","S1903_C01_010M","S1903_C02_010E","S1903_C02_010M","S1903_C01_011E","S1903_C01_011M","S1903_C02_011E","S1903_C02_011M","S1903_C01_012E","S1903_C01_012M","S1903_C02_012E","S1903_C02_012M","S1903_C01_013E","S1903_C01_013M","S1903_C02_013E","S1903_C02_013M","S1903_C01_014E","S1903_C01_014M","S1903_C02_014E","S1903_C02_014M","S1903_C01_015E","S1903_C01_015M","S1903_C02_015E","S1903_C02_015M","S1903_C01_016E","S1903_C01_016M","S1903_C02_016E","S1903_C02_016M","S1903_C01_017E","S1903_C01_017M","S1903_C02_017E","S1903_C02_017M","S1903_C01_018E","S1903_C01_018M","S1903_C02_018E","S1903_C02_018M","S1903_C01_019E","S1903_C01_019M","S1903_C02_019E","S1903_C02_019M","S1903_C01_020E","S1903_C01_020M","S1903_C02_020E","S1903_C02_020M","S1903_C01_021E","S1903_C01_021M","S1903_C02_021E","S1903_C02_021M","S1903_C01_022E","S1903_C01_022M","S1903_C02_022E","S1903_C02_022M","S1903_C01_023E","S1903_C01_023M","S1903_C02_023E","S1903_C02_023M","S1903_C01_024E","S1903_C01_024M","S1903_C02_024E","S1903_C02_024M","S1903_C01_025E","S1903_C01_025M","S1903_C02_025E","S1903_C02_025M","S1903_C01_026E","S1903_C01_026M","S1903_C02_026E","S1903_C02_026M","S1903_C01_027E","S1903_C01_027M","S1903_C02_027E","S1903_C02_027M","S1903_C01_028E","S1903_C01_028M","S1903_C02_028E","S1903_C02_028M","S1903_C01_029E","S1903_C01_029M","S1903_C02_029E","S1903_C02_029M","S1903_C01_030E","S1903_C01_030M","S1903_C02_030E","S1903_C02_030M",
"8600000US11415","ZCTA5 11415","8250","309","63756","3129","65.6","2.9","64461","3921","8.5","2.4","74125","14080","0.2","0.3","-","**","14.6","2.2","66328","16844","0.0","0.4","-","**","8.7","2.3","41812","13069","2.4","0.8","53676","8485","20.8","2.8","51463","10573","55.2","2.8","67436","7420","2.0","1.1","42500","41379","39.3","3.8","74813","5337","35.3","3.3","64772","9397","23.5","2.8","34438","7822","4489","351","70887","6972","44.0","5.2","67226","5503","56.0","5.2","74892","13101","75.4","4.5","89875","14244","15.5","3.9","52784","11574","9.0","3.2","66667","18390","3761","304","50938","6157","58.9","5.5","46485","6547","53.3","5.5","42344","6862","5.6","2.1","75875","32756","41.1","5.5","56346","14331","31.3","5.1","43870","8343","9.8","3.1","105129","51729","46.4","(X)","(X)","(X)","47.5","(X)","(X)","(X)","45.0","(X)","(X)","(X)",
"8600000US11416","ZCTA5 11416","7134","207","58392","4491","32.7","2.8","58867","6858","6.5","1.4","52457","27425","0.1","0.1","-","**","29.0","2.7","58958","12375","0.0","0.4","-","**","25.8","3.0","57819","7529","6.0","1.4","57917","19011","43.7","2.9","59812","6049","17.8","2.1","54722","9157","3.6","1.3","37614","20449","41.4","2.7","61536","7246","43.9","2.8","62149","7398","11.1","1.7","39375","8136","5733","224","61456","4232","52.9","3.5","51431","5637","47.1","3.5","70899","3753","62.0","2.9","74077","4962","26.0","2.9","34764","11827","12.0","2.4","52992","6203","1401","177","27168","7454","43.0","6.3","(X)","(X)","31.5","5.7","(X)","(X)","11.4","3.9","(X)","(X)","57.0","6.3","(X)","(X)","43.7","6.7","(X)","(X)","13.3","4.4","(X)","(X)","66.8","(X)","(X)","(X)","69.1","(X)","(X)","(X)","51.2","(X)","(X)","(X)",
"8600000US11417","ZCTA5 11417","9450","283","62057","3621","44.3","2.8","68366","7065","7.7","1.8","60959","7237","0.4","0.3","250,000+","***","24.2","2.6","54036","5616","0.0","0.3","-","**","18.2","2.2","66840","8957","5.3","1.6","82105","21963","34.8","2.8","78542","11079","28.9","2.2","59167","4019","1.4","0.6","(X)","(X)","33.9","2.3","(X)","(X)","47.0","2.7","(X)","(X)","17.7","2.3","(X)","(X)","7572","333","68459","3910","45.0","2.6","60625","10021","55.0","2.6","74523","7622","68.8","3.3","79045","6657","19.8","3.2","45486","11238","11.4","2.0","67059","11880","1878","227","38355","8543","47.3","6.3","22473","10054","42.1","6.2","20428","7148","5.2","2.5","44722","19085","52.7","6.3","46406","9164","41.6","5.9","39722","14380","11.0","4.5","73672","35802","59.4","(X)","(X)","(X)","61.8","(X)","(X)","(X)","44.2","(X)","(X)","(X)",
"8600000US11418","ZCTA5 11418","11371","380","61480","2293","42.5","2.4","59817","3622","9.0","1.3","69792","16300","1.4","1.0","(X)","(X)","22.2","2.1","61092","4343","0.0","0.3","-","**","20.6","1.8","62156","7732","4.4","1.1","60484","13467","40.5","2.5","59042","3488","24.0","1.9","62946","4157","3.9","0.9","37083","5311","37.8","2.5","62275","3575","44.1","2.5","68960","4169","14.2","1.7","42525","6472","8806","382","60582","2972","48.4","2.9","51396","6551","51.6","2.9","68138","5946","68.2","2.9","68810","4890","21.5","2.3","39479","4537","10.3","1.6","57475","5670","2565","285","53849","4454","47.6","6.1","52112","14913","33.4","6.2","36821","14971","14.2","4.3","64688","20826","52.4","6.1","56061","6158","38.2","5.8","47750","12232","14.2","3.6","85268","14841","59.5","(X)","(X)","(X)","61.6","(X)","(X)","(X)","47.6","(X)","(X)","(X)",
"8600000US11419","ZCTA5 11419","12357","259","58266","3896","12.1","1.4","61432","11225","19.6","1.9","61288","9762","0.5","0.4","40987","26027","27.0","2.0","58608","6213","0.1","0.2","-","**","34.1","2.1","54517","5703","6.5","1.0","67581","7172","18.3","2.0","60208","8185","5.2","1.0","60337","11699","3.3","1.0","54265","19791","32.7","2.5","52419","7502","49.3","2.5","64013","5034","14.7","1.7","45000","9862","10743","277","59355","3839","41.9","2.7","48688","6094","58.1","2.7","66774","5050","66.8","2.5","65038","5283","18.8","2.3","41458","12214","14.4","1.6","56595","8761","1614","253","35200","8857","47.5","8.2","(X)","(X)","35.7","7.8","(X)","(X)","11.7","5.2","(X)","(X)","52.5","8.2","(X)","(X)","32.5","7.7","(X)","(X)","20.0","5.7","(X)","(X)","54.4","(X)","(X)","(X)","55.1","(X)","(X)","(X)","41.4","(X)","(X)","(X)",
"8600000US11420","ZCTA5 11420","13474","278","59660","3269","18.2","1.8","56989","6822","26.7","1.7","61243","2369","1.1","0.5","(X)","(X)","21.6","1.9","59566","6290","0.0","0.2","-","**","26.8","2.2","59107","7341","5.7","1.2","53750","23861","22.8","2.1","61148","8842","9.4","1.6","47556","2945","1.3","0.7","(X)","(X)","29.6","2.4","(X)","(X)","50.2","2.6","(X)","(X)","18.9","1.8","(X)","(X)","11549","343","61833","3167","43.6","2.7","52282","7964","56.4","2.7","67484","4440","64.7","2.3","73337","6973","25.6","2.2","46009","2226","9.7","1.7","60156","15234","1925","219","26942","5838","61.1","6.1","(X)","(X)","56.2","6.3","(X)","(X)","4.9","2.0","(X)","(X)","38.9","6.1","(X)","(X)","31.8","5.7","(X)","(X)","7.1","3.3","(X)","(X)","49.4","(X)","(X)","(X)","50.4","(X)","(X)","(X)","32.5","(X)","(X)","(X)",
"8600000US11421","ZCTA5 11421","12228","227","60996","2182","52.4","2.6","59142","3669","5.9","1.0","52750","25591","0.6","0.3","(X)","(X)","17.2","1.7","68993","9348","0.0","0.2","-","**","18.9","2.0","63713","7450","5.0","0.9","57750","22058","50.3","2.2","62110","2795","24.8","1.8","53477","6966","2.5","0.8","43478","22956","33.6","2.3","62892","4258","47.5","2.3","67154","6570","16.5","1.4","40328","4977","9733","285","64258","3717","45.6","2.8","60380","5461","54.4","2.8","73080","5798","64.6","2.7","73544","4421","26.3","2.6","39971","11242","9.1","1.7","66307","14870","2495","254","35462","6157","54.4","5.9","(X)","(X)","44.3","5.7","(X)","(X)","10.1","3.4","(X)","(X)","45.6","5.9","(X)","(X)","37.9","5.1","(X)","(X)","7.7","3.2","(X)","(X)","64.4","(X)","(X)","(X)","65.9","(X)","(X)","(X)","53.4","(X)","(X)","(X)",
"8600000US11422","ZCTA5 11422","9620","258","84955","6406","10.3","1.9","77770","14020","83.8","2.2","88952","6794","0.0","0.3","-","**","2.0","1.1","78125","57513","0.0","0.3","-","**","1.7","1.0","76597","61847","2.2","1.0","56250","32977","6.8","1.7","87308","21260","6.9","1.6","60078","22643","1.1","0.7","41066","25476","29.9","3.5","71250","15853","51.0","3.9","96859","7034","18.0","2.4","56599","11310","7618","377","91315","3989","45.1","4.1","84744","12253","54.9","4.1","94335","5502","52.2","4.0","116780","10524","38.6","4.1","57723","10574","9.2","2.5","87750","20903","2002","307","47706","4821","51.1","6.9","(X)","(X)","45.3","6.5","(X)","(X)","5.9","2.7","(X)","(X)","48.9","6.9","(X)","(X)","38.7","7.7","(X)","(X)","10.1","4.8","(X)","(X)","52.2","(X)","(X)","(X)","53.3","(X)","(X)","(X)","42.7","(X)","(X)","(X)",
"8600000US11423","ZCTA5 11423","9793","315","62179","4587","18.0","2.3","79519","18005","39.2","3.0","56875","4518","1.0","0.7","(X)","(X)","23.9","2.8","66276","10343","0.2","0.3","-","**","11.3","2.6","60199","13778","6.4","1.6","75735","22996","15.1","2.6","69375","17551","12.9","2.0","79615","22504","0.7","0.5","55313","32298","26.9","2.5","61200","7411","50.5","3.2","71009","6532","21.9","2.4","44450","12841","7293","332","74290","4003","40.6","3.2","67399","13987","59.4","3.2","76420","5633","65.3","3.7","84818","5468","27.4","3.7","54681","5968","7.3","2.3","65625","16685","2500","295","33906","7753","44.3","7.1","24866","10996","38.8","6.2","22679","4890","5.5","3.5","78370","40495","55.7","7.1","36949","8616","48.2","7.4","35846","9315","7.4","3.4","51897","35969","37.4","(X)","(X)","(X)","38.4","(X)","(X)","(X)","31.2","(X)","(X)","(X)",
"8600000US11424","ZCTA5 11424","0","11","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","0","11","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","0","11","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","(X)","(X)","(X)","-","(X)","(X)","(X)","-","(X)","(X)","(X)",
"8600000US11425","ZCTA5 11425","0","11","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","0","11","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","0","11","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","(X)","(X)","(X)","-","(X)","(X)","(X)","-","(X)","(X)","(X)",
"8600000US11426","ZCTA5 11426","6191","287","77146","4552","59.9","3.5","74128","5934","3.3","1.5","(X)","(X)","0.0","0.5","-","**","30.9","3.9","80532","8938","0.0","0.5","-","**","4.2","1.8","101629","13904","1.6","1.0","(X)","(X)","14.9","3.2","76574","22341","49.2","3.3","74753","6898","0.3","0.4","-","**","27.0","3.8","80286","13017","48.2","3.6","87143","11155","24.6","2.9","54440","14627","4723","297","86434","12207","43.0","5.3","81563","15909","57.0","5.3","93750","14496","83.9","3.7","(X)","(X)","10.9","3.1","(X)","(X)","5.1","2.4","(X)","(X)","1468","194","50775","7695","60.6","7.6","38208","4360","51.5","8.6","36424","4448","9.1","5.6","72826","44262","39.4","7.6","66250","20173","32.4","7.3","73281","14112","7.0","4.4","51298","10874","38.9","(X)","(X)","(X)","37.9","(X)","(X)","(X)","38.4","(X)","(X)","(X)",
"8600000US11427","ZCTA5 11427","7739","217","66007","5822","33.2","2.5","60534","4820","28.6","2.5","59840","7048","0.4","0.5","-","**","25.4","2.7","77044","17954","0.0","0.4","-","**","7.9","1.8","71616","26645","4.4","1.2","61250","38120","15.6","2.3","55597","8338","25.2","2.4","63333","18284","1.7","0.9","23719","9491","27.7","2.9","75236","12381","47.1","2.9","75250","5947","23.4","2.1","46101","3118","5499","312","84627","6910","39.4","3.8","79423","13426","60.6","3.8","85465","5418","75.8","3.2","88133","6026","18.5","3.2","60225","9914","5.7","1.5","77400","41821","2240","234","36487","3823","58.3","6.6","(X)","(X)","55.8","6.5","(X)","(X)","2.5","1.8","(X)","(X)","41.7","6.6","(X)","(X)","37.6","6.2","(X)","(X)","4.1","2.6","(X)","(X)","44.6","(X)","(X)","(X)","44.2","(X)","(X)","(X)","43.2","(X)","(X)","(X)",
"8600000US11428","ZCTA5 11428","5620","187","67151","5505","25.3","2.8","58929","7957","21.0","2.8","67212","9334","0.2","0.3","-","**","25.6","3.5","72500","14931","1.1","0.7","-","**","15.9","2.6","70057","16750","10.9","2.3","85721","17156","23.1","3.2","59677","9874","15.4","2.3","56050","10659","1.4","0.9","38750","14890","27.7","3.2","72500","7851","49.8","3.7","75564","8667","21.0","2.7","46377","7360","4848","222","71648","4263","37.4","3.4","68895","10640","62.6","3.4","75134","8381","73.6","3.5","81939","5331","19.2","3.1","56331","8644","7.2","1.9","39135","13478","772","137","35909","8810","51.3","9.2","(X)","(X)","43.9","8.6","(X)","(X)","7.4","3.9","(X)","(X)","48.7","9.2","(X)","(X)","41.1","8.8","(X)","(X)","7.6","5.2","(X)","(X)","50.6","(X)","(X)","(X)","52.1","(X)","(X)","(X)","38.3","(X)","(X)","(X)",
"8600000US11429","ZCTA5 11429","7318","232","68684","6749","5.2","1.5","72250","40244","79.4","2.9","71603","9073","0.5","0.5","58906","16882","3.3","1.2","84583","67755","0.0","0.4","-","**","8.4","2.3","51321","10761","3.2","1.3","57721","16325","12.6","2.6","50714","17127","2.5","0.9","66111","52577","1.0","0.7","(X)","(X)","25.3","3.2","(X)","(X)","48.8","3.8","(X)","(X)","24.9","2.9","(X)","(X)","5926","304","76034","4660","36.8","3.3","67525","7389","63.2","3.3","79033","6244","52.6","3.7","92778","6746","33.4","3.6","56236","5175","14.0","2.3","58514","13381","1392","214","31125","9145","58.8","7.9","(X)","(X)","44.1","8.5","(X)","(X)","14.7","6.1","(X)","(X)","41.2","7.9","(X)","(X)","36.5","7.6","(X)","(X)","4.7","4.0","(X)","(X)","58.0","(X)","(X)","(X)","58.3","(X)","(X)","(X)","44.0","(X)","(X)","(X)",
"8600000US11430","ZCTA5 11430","0","11","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","0","11","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","0","11","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","(X)","(X)","(X)","-","(X)","(X)","(X)","-","(X)","(X)","(X)",
"8600000US11432","ZCTA5 11432","18362","414","50702","1896","22.3","1.6","61703","6549","21.1","1.8","45900","4217","0.4","0.2","44531","41012","35.9","1.9","51533","4726","0.0","0.2","-","**","16.3","1.7","46772","6675","3.9","1.2","50083","12266","24.2","2.0","49953","4600","13.8","1.1","66641","6891","2.8","0.6","25000","10959","34.5","2.1","50334","3343","41.8","2.1","59416","4532","20.8","1.5","43568","3009","12643","490","53185","4533","46.2","2.8","44915","3508","53.8","2.8","63712","5327","68.3","2.7","59748","3695","22.1","2.4","44213","5834","9.7","1.6","50211","9091","5719","428","35007","3078","57.9","4.3","34333","3563","50.8","4.4","34261","3754","7.2","2.1","34896","23066","42.1","4.3","36344","9363","32.0","4.1","31273","7567","10.1","2.1","63906","12437","42.9","(X)","(X)","(X)","46.5","(X)","(X)","(X)","32.1","(X)","(X)","(X)",
"8600000US11433","ZCTA5 11433","10394","266","42964","2276","3.6","0.8","44150","7450","73.4","2.8","42787","2849","1.0","0.8","57780","20879","5.6","1.4","45000","21065","0.0","0.3","-","**","14.3","2.3","41875","6947","2.0","0.8","(X)","(X)","15.2","2.2","44034","3724","1.0","0.6","47782","17272","0.7","0.4","62813","25539","31.4","3.4","43189","4882","44.3","3.1","52063","6031","23.6","2.3","20502","1895","7308","342","50225","2833","48.7","4.1","45337","3948","51.3","4.1","56268","6791","43.9","3.9","74817","7348","47.1","4.0","37753","3215","9.0","2.1","57981","7838","3086","321","18882","2424","58.2","5.0","(X)","(X)","52.6","4.8","(X)","(X)","5.6","2.3","(X)","(X)","41.8","5.0","(X)","(X)","32.3","4.6","(X)","(X)","9.5","3.6","(X)","(X)","54.8","(X)","(X)","(X)","57.9","(X)","(X)","(X)","44.7","(X)","(X)","(X)",
"8600000US11434","ZCTA5 11434","20731","384","58076","2145","1.9","0.6","72321","64029","91.2","1.3","57364","1970","0.0","0.1","-","**","1.2","0.5","92798","14449","0.0","0.1","-","**","4.1","1.0","76923","21596","1.6","0.5","45208","28957","6.7","1.4","60667","13567","0.9","0.5","(X)","(X)","1.0","0.5","31000","20416","27.1","2.4","61005","7092","46.0","2.6","67911","4877","25.9","2.1","38386","3507","14720","546","68103","3433","42.2","3.3","64247","6646","57.8","3.3","71280","6920","45.3","3.0","90833","6150","45.9","3.2","55676","3616","8.8","1.9","45677","17067","6011","457","35009","3662","66.5","5.4","(X)","(X)","60.4","5.6","(X)","(X)","6.2","1.7","(X)","(X)","33.5","5.4","(X)","(X)","30.4","5.3","(X)","(X)","3.1","1.5","(X)","(X)","58.4","(X)","(X)","(X)","62.1","(X)","(X)","(X)","45.0","(X)","(X)","(X)",
"8600000US11435","ZCTA5 11435","18486","350","52686","2293","27.0","2.1","55672","6254","24.8","2.0","54272","6692","0.1","0.2","-","**","19.4","2.2","51875","6839","0.0","0.2","-","**","23.9","2.5","46416","4461","4.8","1.1","64080","11107","28.8","2.4","46303","3546","19.6","1.8","55997","6056","2.1","0.8","42054","34621","41.3","2.5","57981","4278","39.8","2.4","57569","5177","16.8","1.3","27500","5397","12725","485","55904","3622","42.5","2.7","44787","3923","57.5","2.7","66061","4448","61.8","3.0","62521","3933","25.4","2.6","40105","4796","12.8","2.0","57076","5640","5761","395","40778","5043","54.9","3.8","32156","9022","45.9","4.0","26228","3742","9.0","2.9","89306","37269","45.1","3.8","47094","6257","35.8","3.8","39886","12108","9.4","2.9","67885","19964","45.0","(X)","(X)","(X)","49.2","(X)","(X)","(X)","33.6","(X)","(X)","(X)",
"8600000US11436","ZCTA5 11436","5454","194","64005","4374","4.6","1.6","72250","27343","73.4","3.5","63379","4443","1.2","0.9","46310","20929","6.1","1.6","73250","15188","0.0","0.5","-","**","11.5","2.3","59659","25024","3.3","0.9","65114","10794","12.7","2.3","70789","20909","0.6","0.4","45368","17525","1.2","0.6","47708","18440","29.5","3.1","65417","11278","45.9","3.4","73843","2995","23.4","2.4","47644","6895","4310","212","69590","6492","39.9","3.5","60481","7851","60.1","3.5","73648","3684","52.4","3.8","80556","5572","36.4","3.4","60970","6197","11.3","2.6","54489","12407","1144","166","34189","6687","57.0","7.5","30192","7458","49.7","7.3","23750","8068","7.3","3.8","101923","39208","43.0","7.5","43897","3505","29.9","6.6","43456","2673","13.1","5.0","45682","28936","62.5","(X)","(X)","(X)","63.9","(X)","(X)","(X)","51.0","(X)","(X)","(X)",
"8600000US11451","ZCTA5 11451","0","11","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","0","11","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","0","11","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","(X)","(X)","(X)","-","(X)","(X)","(X)","-","(X)","(X)","(X)",
"8600000US11691","ZCTA5 11691","19607","485","42023","2537","36.5","2.3","42859","5470","51.2","2.3","43467","2184","0.3","0.3","-","**","2.3","0.7","46563","14921","0.1","0.2","-","**","7.4","1.5","31307","4559","2.2","0.9","(X)","(X)","25.5","2.2","29954","4858","21.0","1.8","52173","4179","3.4","1.4","38152","28641","34.5","2.5","44133","5988","40.9","2.8","49212","5724","21.3","1.7","18415","3770","13238","574","50697","3170","51.2","3.7","48813","6346","48.8","3.7","52156","5154","53.4","3.4","63383","4922","39.5","3.2","33574","4880","7.1","1.8","54451","6496","6369","539","19315","4381","63.0","5.1","14891","4705","56.5","5.0","13175","2324","6.5","3.2","82846","26477","37.0","5.1","26111","7044","29.5","4.9","19907","9741","7.5","2.5","67595","45257","52.8","(X)","(X)","(X)","56.8","(X)","(X)","(X)","43.8","(X)","(X)","(X)",
"8600000US11692","ZCTA5 11692","6249","323","42127","3230","29.3","2.9","40708","4787","58.2","3.6","42412","5583","0.7","0.8","-","**","3.5","1.3","73698","42349","0.0","0.5","-","**","6.5","2.2","41406","33408","1.7","1.1","73239","48790","25.6","3.3","39381","3796","14.4","2.5","47019","18180","1.7","1.0","(X)","(X)","38.6","4.6","(X)","(X)","42.3","4.3","(X)","(X)","17.4","3.2","(X)","(X)","4580","382","43502","2890","51.0","5.0","39339","5776","49.0","5.0","47177","4690","36.3","4.7","(X)","(X)","52.4","4.9","(X)","(X)","11.4","3.4","(X)","(X)","1669","268","30272","8120","57.0","9.2","(X)","(X)","53.1","8.8","(X)","(X)","3.9","2.9","(X)","(X)","43.0","9.2","(X)","(X)","36.4","8.5","(X)","(X)","6.6","4.2","(X)","(X)","42.0","(X)","(X)","(X)","45.0","(X)","(X)","(X)","29.5","(X)","(X)","(X)",
"8600000US11693","ZCTA5 11693","4512","263","53281","8656","60.9","5.1","56431","10611","23.8","4.2","42181","18213","0.0","0.7","-","**","6.1","2.8","65733","57430","0.0","0.7","-","**","6.1","3.2","48456","11927","3.1","1.8","26827","26167","18.8","4.3","42829","16610","53.1","5.0","61800","13151","0.4","0.7","-","**","34.8","4.9","57945","8951","44.9","4.9","61750","12956","19.8","3.0","31103","11421","2641","237","58581","10603","44.0","5.5","44798","27223","56.0","5.5","69071","11720","52.8","6.2","80227","16729","38.1","6.2","36689","10880","9.1","4.3","66308","9737","1871","221","40893","10110","56.0","7.4","(X)","(X)","48.7","7.3","(X)","(X)","7.3","4.7","(X)","(X)","44.0","7.4","(X)","(X)","39.7","7.4","(X)","(X)","4.3","3.0","(X)","(X)","46.4","(X)","(X)","(X)","52.6","(X)","(X)","(X)","36.5","(X)","(X)","(X)",
"8600000US11694","ZCTA5 11694","7956","308","75094","3928","85.7","3.7","78870","4372","7.4","2.2","38650","4450","0.3","0.5","-","**","2.3","1.3","40476","19419","0.0","0.4","-","**","3.4","2.7","49255","3697","0.9","0.7","95588","71090","13.4","1.8","56031","24238","76.9","2.8","82643","5219","0.4","0.5","-","**","29.8","2.8","73333","6906","43.0","3.1","89700","8943","26.9","2.9","53162","14201","4902","350","89974","10304","41.8","5.1","82375","7343","58.2","5.1","96985","6787","74.8","4.2","110945","12084","18.4","4.0","52964","20240","6.9","2.4","73158","24763","3054","355","46078","12320","46.3","6.2","39030","7363","41.8","6.2","33400","9991","4.4","2.1","104420","30071","53.7","6.2","56477","19029","50.2","6.6","53409","18081","3.6","1.8","74150","42565","39.9","(X)","(X)","(X)","43.3","(X)","(X)","(X)","34.0","(X)","(X)","(X)",
"8600000US11697","ZCTA5 11697","1520","139","93333","21346","98.9","1.6","95250","20248","0.0","2.0","-","**","0.0","2.0","-","**","0.0","2.0","-","**","0.0","2.0","-","**","0.0","2.0","-","**","1.1","1.6","-","**","1.3","1.4","-","**","97.6","2.1","92778","20273","0.0","2.0","-","**","18.4","6.4","149152","21145","45.7","7.0","108750","23589","36.0","5.7","53359","8325","998","128","126071","29959","45.3","8.3","149211","25510","54.7","8.3","95000","17996","81.0","7.0","(X)","(X)","13.8","5.1","(X)","(X)","5.2","4.8","(X)","(X)","522","94","50938","13082","58.0","9.9","41181","10929","54.6","10.5","39948","6950","3.4","3.7","-","**","42.0","9.9","56719","15803","33.5","10.0","53828","15236","8.4","6.3","131563","90819","32.4","(X)","(X)","(X)","30.9","(X)","(X)","(X)","35.2","(X)","(X)","(X)",
